year,sex,marital_status,age,labour_force
1991,male,single,15-19,36700
1991,male,single,20-24,94000
1991,male,single,25-29,88400
1991,male,single,30-34,46000
1991,male,single,35-39,20300
1991,male,single,40-44,9200
1991,male,single,45-49,3900
1991,male,single,50-54,3700
1991,male,single,55-59,2200
1991,male,single,60-64,1000
1991,male,single,65-69,500
1991,male,single,70_and_over,200
1991,male,married,15-19,200
1991,male,married,20-24,5300
1991,male,married,25-29,45600
1991,male,married,30-34,96100
1991,male,married,35-39,108400
1991,male,married,40-44,98600
1991,male,married,45-49,58200
1991,male,married,50-54,57500
1991,male,married,55-59,34000
1991,male,married,60-64,18600
1991,male,married,65-69,7200
1991,male,married,70_and_over,4700
1991,male,widowed_divorced,15-19,-
1991,male,widowed_divorced,20-24,100
1991,male,widowed_divorced,25-29,500
1991,male,widowed_divorced,30-34,1200
1991,male,widowed_divorced,35-39,2200
1991,male,widowed_divorced,40-44,2500
1991,male,widowed_divorced,45-49,1900
1991,male,widowed_divorced,50-54,2000
1991,male,widowed_divorced,55-59,2000
1991,male,widowed_divorced,60-64,1800
1991,male,widowed_divorced,65-69,800
1991,male,widowed_divorced,70_and_over,800
1991,female,single,15-19,29400
1991,female,single,20-24,78100
1991,female,single,25-29,51800
1991,female,single,30-34,27300
1991,female,single,35-39,16200
1991,female,single,40-44,10900
1991,female,single,45-49,4100
1991,female,single,50-54,2300
1991,female,single,55-59,1200
1991,female,single,60-64,500
1991,female,single,65-69,200
1991,female,single,70_and_over,200
1991,female,married,15-19,700
1991,female,married,20-24,13800
1991,female,married,25-29,46900
1991,female,married,30-34,55500
1991,female,married,35-39,50700
1991,female,married,40-44,44200
1991,female,married,45-49,24500
1991,female,married,50-54,16300
1991,female,married,55-59,6600
1991,female,married,60-64,2300
1991,female,married,65-69,700
1991,female,married,70_and_over,400
1991,female,widowed_divorced,15-19,-
1991,female,widowed_divorced,20-24,300
1991,female,widowed_divorced,25-29,1200
1991,female,widowed_divorced,30-34,3300
1991,female,widowed_divorced,35-39,3800
1991,female,widowed_divorced,40-44,6600
1991,female,widowed_divorced,45-49,4300
1991,female,widowed_divorced,50-54,4400
1991,female,widowed_divorced,55-59,3300
1991,female,widowed_divorced,60-64,2700
1991,female,widowed_divorced,65-69,1000
1991,female,widowed_divorced,70_and_over,1000
1992,male,single,15-19,33900
1992,male,single,20-24,93000
1992,male,single,25-29,87800
1992,male,single,30-34,50000
1992,male,single,35-39,22200
1992,male,single,40-44,10600
1992,male,single,45-49,5100
1992,male,single,50-54,3600
1992,male,single,55-59,2000
1992,male,single,60-64,1500
1992,male,single,65-69,900
1992,male,single,70_and_over,400
1992,male,married,15-19,200
1992,male,married,20-24,5300
1992,male,married,25-29,44400
1992,male,married,30-34,95600
1992,male,married,35-39,105700
1992,male,married,40-44,100200
1992,male,married,45-49,66900
1992,male,married,50-54,58000
1992,male,married,55-59,34700
1992,male,married,60-64,19400
1992,male,married,65-69,8800
1992,male,married,70_and_over,5000
1992,male,widowed_divorced,15-19,-
1992,male,widowed_divorced,20-24,100
1992,male,widowed_divorced,25-29,500
1992,male,widowed_divorced,30-34,1300
1992,male,widowed_divorced,35-39,2300
1992,male,widowed_divorced,40-44,2700
1992,male,widowed_divorced,45-49,1700
1992,male,widowed_divorced,50-54,2000
1992,male,widowed_divorced,55-59,2000
1992,male,widowed_divorced,60-64,1600
1992,male,widowed_divorced,65-69,1000
1992,male,widowed_divorced,70_and_over,1200
1992,female,single,15-19,27400
1992,female,single,20-24,78200
1992,female,single,25-29,54200
1992,female,single,30-34,27800
1992,female,single,35-39,16600
1992,female,single,40-44,11600
1992,female,single,45-49,4700
1992,female,single,50-54,2400
1992,female,single,55-59,1400
1992,female,single,60-64,300
1992,female,single,65-69,200
1992,female,single,70_and_over,200
1992,female,married,15-19,400
1992,female,married,20-24,12900
1992,female,married,25-29,48600
1992,female,married,30-34,59100
1992,female,married,35-39,54200
1992,female,married,40-44,45300
1992,female,married,45-49,27800
1992,female,married,50-54,19400
1992,female,married,55-59,7200
1992,female,married,60-64,3200
1992,female,married,65-69,800
1992,female,married,70_and_over,400
1992,female,widowed_divorced,15-19,100
1992,female,widowed_divorced,20-24,300
1992,female,widowed_divorced,25-29,1300
1992,female,widowed_divorced,30-34,3200
1992,female,widowed_divorced,35-39,4300
1992,female,widowed_divorced,40-44,6400
1992,female,widowed_divorced,45-49,4800
1992,female,widowed_divorced,50-54,5100
1992,female,widowed_divorced,55-59,3500
1992,female,widowed_divorced,60-64,2400
1992,female,widowed_divorced,65-69,1300
1992,female,widowed_divorced,70_and_over,1200
1993,male,single,15-19,27700
1993,male,single,20-24,95900
1993,male,single,25-29,84900
1993,male,single,30-34,48400
1993,male,single,35-39,23300
1993,male,single,40-44,11900
1993,male,single,45-49,5000
1993,male,single,50-54,3200
1993,male,single,55-59,1600
1993,male,single,60-64,1500
1993,male,single,65-69,600
1993,male,single,70_and_over,600
1993,male,married,15-19,100
1993,male,married,20-24,5200
1993,male,married,25-29,40400
1993,male,married,30-34,87800
1993,male,married,35-39,111000
1993,male,married,40-44,109300
1993,male,married,45-49,78800
1993,male,married,50-54,58100
1993,male,married,55-59,36200
1993,male,married,60-64,20700
1993,male,married,65-69,9400
1993,male,married,70_and_over,5600
1993,male,widowed_divorced,15-19,-
1993,male,widowed_divorced,20-24,-
1993,male,widowed_divorced,25-29,800
1993,male,widowed_divorced,30-34,1100
1993,male,widowed_divorced,35-39,2500
1993,male,widowed_divorced,40-44,2300
1993,male,widowed_divorced,45-49,2000
1993,male,widowed_divorced,50-54,2400
1993,male,widowed_divorced,55-59,1700
1993,male,widowed_divorced,60-64,1600
1993,male,widowed_divorced,65-69,600
1993,male,widowed_divorced,70_and_over,1000
1993,female,single,15-19,25100
1993,female,single,20-24,78100
1993,female,single,25-29,49900
1993,female,single,30-34,28000
1993,female,single,35-39,18000
1993,female,single,40-44,11400
1993,female,single,45-49,5500
1993,female,single,50-54,2600
1993,female,single,55-59,1200
1993,female,single,60-64,300
1993,female,single,65-69,200
1993,female,single,70_and_over,200
1993,female,married,15-19,500
1993,female,married,20-24,11400
1993,female,married,25-29,44700
1993,female,married,30-34,58500
1993,female,married,35-39,56000
1993,female,married,40-44,49400
1993,female,married,45-49,32300
1993,female,married,50-54,18300
1993,female,married,55-59,9000
1993,female,married,60-64,3100
1993,female,married,65-69,1100
1993,female,married,70_and_over,300
1993,female,widowed_divorced,15-19,100
1993,female,widowed_divorced,20-24,300
1993,female,widowed_divorced,25-29,1100
1993,female,widowed_divorced,30-34,3200
1993,female,widowed_divorced,35-39,4700
1993,female,widowed_divorced,40-44,5800
1993,female,widowed_divorced,45-49,5200
1993,female,widowed_divorced,50-54,5500
1993,female,widowed_divorced,55-59,3700
1993,female,widowed_divorced,60-64,1600
1993,female,widowed_divorced,65-69,1000
1993,female,widowed_divorced,70_and_over,1000
1994,male,single,15-19,25200
1994,male,single,20-24,91500
1994,male,single,25-29,81500
1994,male,single,30-34,45100
1994,male,single,35-39,26600
1994,male,single,40-44,12900
1994,male,single,45-49,6300
1994,male,single,50-54,3200
1994,male,single,55-59,2400
1994,male,single,60-64,1400
1994,male,single,65-69,700
1994,male,single,70_and_over,600
1994,male,married,15-19,100
1994,male,married,20-24,4900
1994,male,married,25-29,42000
1994,male,married,30-34,94800
1994,male,married,35-39,116000
1994,male,married,40-44,108000
1994,male,married,45-49,85100
1994,male,married,50-54,58400
1994,male,married,55-59,38500
1994,male,married,60-64,20400
1994,male,married,65-69,9300
1994,male,married,70_and_over,6000
1994,male,widowed_divorced,15-19,-
1994,male,widowed_divorced,20-24,100
1994,male,widowed_divorced,25-29,700
1994,male,widowed_divorced,30-34,1400
1994,male,widowed_divorced,35-39,2000
1994,male,widowed_divorced,40-44,2500
1994,male,widowed_divorced,45-49,2100
1994,male,widowed_divorced,50-54,2200
1994,male,widowed_divorced,55-59,2100
1994,male,widowed_divorced,60-64,1600
1994,male,widowed_divorced,65-69,1600
1994,male,widowed_divorced,70_and_over,1400
1994,female,single,15-19,20400
1994,female,single,20-24,78400
1994,female,single,25-29,49700
1994,female,single,30-34,27200
1994,female,single,35-39,18200
1994,female,single,40-44,12900
1994,female,single,45-49,6500
1994,female,single,50-54,2900
1994,female,single,55-59,1300
1994,female,single,60-64,300
1994,female,single,65-69,300
1994,female,single,70_and_over,200
1994,female,married,15-19,400
1994,female,married,20-24,13300
1994,female,married,25-29,49400
1994,female,married,30-34,62400
1994,female,married,35-39,59800
1994,female,married,40-44,48000
1994,female,married,45-49,34900
1994,female,married,50-54,19800
1994,female,married,55-59,10100
1994,female,married,60-64,3300
1994,female,married,65-69,1200
1994,female,married,70_and_over,600
1994,female,widowed_divorced,15-19,-
1994,female,widowed_divorced,20-24,400
1994,female,widowed_divorced,25-29,1400
1994,female,widowed_divorced,30-34,2800
1994,female,widowed_divorced,35-39,5000
1994,female,widowed_divorced,40-44,6000
1994,female,widowed_divorced,45-49,5800
1994,female,widowed_divorced,50-54,5000
1994,female,widowed_divorced,55-59,4600
1994,female,widowed_divorced,60-64,2700
1994,female,widowed_divorced,65-69,1500
1994,female,widowed_divorced,70_and_over,1000
1996,male,single,15-19,24000
1996,male,single,20-24,77500
1996,male,single,25-29,72100
1996,male,single,30-34,42200
1996,male,single,35-39,27200
1996,male,single,40-44,16300
1996,male,single,45-49,8100
1996,male,single,50-54,4000
1996,male,single,55-59,3100
1996,male,single,60-64,1300
1996,male,single,65-69,1000
1996,male,single,70_and_over,600
1996,male,married,15-19,100
1996,male,married,20-24,4700
1996,male,married,25-29,38200
1996,male,married,30-34,98900
1996,male,married,35-39,121200
1996,male,married,40-44,119000
1996,male,married,45-49,103200
1996,male,married,50-54,54000
1996,male,married,55-59,43800
1996,male,married,60-64,19900
1996,male,married,65-69,10600
1996,male,married,70_and_over,5800
1996,male,widowed_divorced,15-19,-
1996,male,widowed_divorced,20-24,100
1996,male,widowed_divorced,25-29,500
1996,male,widowed_divorced,30-34,1500
1996,male,widowed_divorced,35-39,2900
1996,male,widowed_divorced,40-44,2600
1996,male,widowed_divorced,45-49,3700
1996,male,widowed_divorced,50-54,2500
1996,male,widowed_divorced,55-59,2300
1996,male,widowed_divorced,60-64,1800
1996,male,widowed_divorced,65-69,1200
1996,male,widowed_divorced,70_and_over,900
1996,female,single,15-19,15900
1996,female,single,20-24,69300
1996,female,single,25-29,49300
1996,female,single,30-34,29800
1996,female,single,35-39,19800
1996,female,single,40-44,14300
1996,female,single,45-49,9300
1996,female,single,50-54,4500
1996,female,single,55-59,2600
1996,female,single,60-64,600
1996,female,single,65-69,400
1996,female,single,70_and_over,200
1996,female,married,15-19,500
1996,female,married,20-24,12600
1996,female,married,25-29,52100
1996,female,married,30-34,69400
1996,female,married,35-39,66100
1996,female,married,40-44,57400
1996,female,married,45-49,45400
1996,female,married,50-54,19500
1996,female,married,55-59,11100
1996,female,married,60-64,3800
1996,female,married,65-69,1600
1996,female,married,70_and_over,500
1996,female,widowed_divorced,15-19,-
1996,female,widowed_divorced,20-24,400
1996,female,widowed_divorced,25-29,800
1996,female,widowed_divorced,30-34,3300
1996,female,widowed_divorced,35-39,4900
1996,female,widowed_divorced,40-44,6400
1996,female,widowed_divorced,45-49,7700
1996,female,widowed_divorced,50-54,4700
1996,female,widowed_divorced,55-59,4700
1996,female,widowed_divorced,60-64,2800
1996,female,widowed_divorced,65-69,1600
1996,female,widowed_divorced,70_and_over,1500
1997,male,single,15-19,18300
1997,male,single,20-24,78200
1997,male,single,25-29,77000
1997,male,single,30-34,43400
1997,male,single,35-39,27000
1997,male,single,40-44,18800
1997,male,single,45-49,9700
1997,male,single,50-54,4200
1997,male,single,55-59,2900
1997,male,single,60-64,1500
1997,male,single,65-69,800
1997,male,single,70_and_over,400
1997,male,married,15-19,200
1997,male,married,20-24,4300
1997,male,married,25-29,38600
1997,male,married,30-34,96600
1997,male,married,35-39,120400
1997,male,married,40-44,120100
1997,male,married,45-49,107300
1997,male,married,50-54,66100
1997,male,married,55-59,44300
1997,male,married,60-64,21900
1997,male,married,65-69,11200
1997,male,married,70_and_over,5000
1997,male,widowed_divorced,15-19,-
1997,male,widowed_divorced,20-24,100
1997,male,widowed_divorced,25-29,600
1997,male,widowed_divorced,30-34,1800
1997,male,widowed_divorced,35-39,2500
1997,male,widowed_divorced,40-44,2100
1997,male,widowed_divorced,45-49,2800
1997,male,widowed_divorced,50-54,2500
1997,male,widowed_divorced,55-59,2000
1997,male,widowed_divorced,60-64,900
1997,male,widowed_divorced,65-69,1100
1997,male,widowed_divorced,70_and_over,700
1997,female,single,15-19,13900
1997,female,single,20-24,68300
1997,female,single,25-29,51500
1997,female,single,30-34,26900
1997,female,single,35-39,19900
1997,female,single,40-44,15600
1997,female,single,45-49,11800
1997,female,single,50-54,4900
1997,female,single,55-59,2000
1997,female,single,60-64,600
1997,female,single,65-69,400
1997,female,single,70_and_over,200
1997,female,married,15-19,400
1997,female,married,20-24,10800
1997,female,married,25-29,53600
1997,female,married,30-34,69600
1997,female,married,35-39,63500
1997,female,married,40-44,60200
1997,female,married,45-49,47800
1997,female,married,50-54,24500
1997,female,married,55-59,12600
1997,female,married,60-64,4700
1997,female,married,65-69,1300
1997,female,married,70_and_over,700
1997,female,widowed_divorced,15-19,-
1997,female,widowed_divorced,20-24,200
1997,female,widowed_divorced,25-29,900
1997,female,widowed_divorced,30-34,3200
1997,female,widowed_divorced,35-39,5000
1997,female,widowed_divorced,40-44,6100
1997,female,widowed_divorced,45-49,7000
1997,female,widowed_divorced,50-54,4800
1997,female,widowed_divorced,55-59,3900
1997,female,widowed_divorced,60-64,2400
1997,female,widowed_divorced,65-69,2000
1997,female,widowed_divorced,70_and_over,1400
1998,male,single,15-19,17400
1998,male,single,20-24,70200
1998,male,single,25-29,75800
1998,male,single,30-34,40700
1998,male,single,35-39,29700
1998,male,single,40-44,17700
1998,male,single,45-49,10200
1998,male,single,50-54,4700
1998,male,single,55-59,2900
1998,male,single,60-64,1300
1998,male,single,65-69,600
1998,male,single,70_and_over,500
1998,male,married,15-19,200
1998,male,married,20-24,3300
1998,male,married,25-29,34500
1998,male,married,30-34,95100
1998,male,married,35-39,120500
1998,male,married,40-44,125800
1998,male,married,45-49,109900
1998,male,married,50-54,71100
1998,male,married,55-59,45100
1998,male,married,60-64,21800
1998,male,married,65-69,9900
1998,male,married,70_and_over,5300
1998,male,widowed_divorced,15-19,-
1998,male,widowed_divorced,20-24,100
1998,male,widowed_divorced,25-29,600
1998,male,widowed_divorced,30-34,1400
1998,male,widowed_divorced,35-39,2100
1998,male,widowed_divorced,40-44,2800
1998,male,widowed_divorced,45-49,2800
1998,male,widowed_divorced,50-54,2100
1998,male,widowed_divorced,55-59,2300
1998,male,widowed_divorced,60-64,1000
1998,male,widowed_divorced,65-69,1100
1998,male,widowed_divorced,70_and_over,1200
1998,female,single,15-19,11100
1998,female,single,20-24,59700
1998,female,single,25-29,50600
1998,female,single,30-34,28300
1998,female,single,35-39,21200
1998,female,single,40-44,18900
1998,female,single,45-49,13300
1998,female,single,50-54,6200
1998,female,single,55-59,2500
1998,female,single,60-64,800
1998,female,single,65-69,600
1998,female,single,70_and_over,100
1998,female,married,15-19,400
1998,female,married,20-24,8500
1998,female,married,25-29,52800
1998,female,married,30-34,72400
1998,female,married,35-39,68800
1998,female,married,40-44,64700
1998,female,married,45-49,49400
1998,female,married,50-54,28500
1998,female,married,55-59,13500
1998,female,married,60-64,4200
1998,female,married,65-69,1300
1998,female,married,70_and_over,600
1998,female,widowed_divorced,15-19,-
1998,female,widowed_divorced,20-24,200
1998,female,widowed_divorced,25-29,1000
1998,female,widowed_divorced,30-34,2400
1998,female,widowed_divorced,35-39,4600
1998,female,widowed_divorced,40-44,6100
1998,female,widowed_divorced,45-49,7400
1998,female,widowed_divorced,50-54,5500
1998,female,widowed_divorced,55-59,4200
1998,female,widowed_divorced,60-64,2300
1998,female,widowed_divorced,65-69,1700
1998,female,widowed_divorced,70_and_over,1200
1999,male,single,15-19,19200
1999,male,single,20-24,69000
1999,male,single,25-29,74900
1999,male,single,30-34,42400
1999,male,single,35-39,29900
1999,male,single,40-44,19400
1999,male,single,45-49,11200
1999,male,single,50-54,4900
1999,male,single,55-59,2700
1999,male,single,60-64,1400
1999,male,single,65-69,900
1999,male,single,70_and_over,400
1999,male,married,15-19,100
1999,male,married,20-24,2900
1999,male,married,25-29,39100
1999,male,married,30-34,97600
1999,male,married,35-39,122400
1999,male,married,40-44,123900
1999,male,married,45-49,107200
1999,male,married,50-54,78300
1999,male,married,55-59,45200
1999,male,married,60-64,25100
1999,male,married,65-69,11600
1999,male,married,70_and_over,7200
1999,male,widowed_divorced,15-19,-
1999,male,widowed_divorced,20-24,-
1999,male,widowed_divorced,25-29,700
1999,male,widowed_divorced,30-34,1900
1999,male,widowed_divorced,35-39,2600
1999,male,widowed_divorced,40-44,2900
1999,male,widowed_divorced,45-49,3400
1999,male,widowed_divorced,50-54,2700
1999,male,widowed_divorced,55-59,1800
1999,male,widowed_divorced,60-64,1500
1999,male,widowed_divorced,65-69,900
1999,male,widowed_divorced,70_and_over,1100
1999,female,single,15-19,14600
1999,female,single,20-24,60900
1999,female,single,25-29,52100
1999,female,single,30-34,25900
1999,female,single,35-39,20100
1999,female,single,40-44,18300
1999,female,single,45-49,14500
1999,female,single,50-54,7600
1999,female,single,55-59,2700
1999,female,single,60-64,1400
1999,female,single,65-69,400
1999,female,single,70_and_over,300
1999,female,married,15-19,300
1999,female,married,20-24,10000
1999,female,married,25-29,56900
1999,female,married,30-34,75800
1999,female,married,35-39,65700
1999,female,married,40-44,64700
1999,female,married,45-49,52800
1999,female,married,50-54,29900
1999,female,married,55-59,14300
1999,female,married,60-64,6000
1999,female,married,65-69,2000
1999,female,married,70_and_over,500
1999,female,widowed_divorced,15-19,-
1999,female,widowed_divorced,20-24,300
1999,female,widowed_divorced,25-29,900
1999,female,widowed_divorced,30-34,2200
1999,female,widowed_divorced,35-39,5400
1999,female,widowed_divorced,40-44,7500
1999,female,widowed_divorced,45-49,7900
1999,female,widowed_divorced,50-54,5900
1999,female,widowed_divorced,55-59,4600
1999,female,widowed_divorced,60-64,4000
1999,female,widowed_divorced,65-69,1700
1999,female,widowed_divorced,70_and_over,1400
2001,male,single,15-19,19200
2001,male,single,20-24,70300
2001,male,single,25-29,71900
2001,male,single,30-34,38600
2001,male,single,35-39,26000
2001,male,single,40-44,21700
2001,male,single,45-49,13700
2001,male,single,50-54,7000
2001,male,single,55-59,2500
2001,male,single,60-64,1900
2001,male,single,65-69,1000
2001,male,single,70_and_over,400
2001,male,married,15-19,400
2001,male,married,20-24,3000
2001,male,married,25-29,37500
2001,male,married,30-34,89600
2001,male,married,35-39,126400
2001,male,married,40-44,128900
2001,male,married,45-49,113400
2001,male,married,50-54,92700
2001,male,married,55-59,39100
2001,male,married,60-64,27700
2001,male,married,65-69,11500
2001,male,married,70_and_over,6600
2001,male,widowed_divorced,15-19,-
2001,male,widowed_divorced,20-24,100
2001,male,widowed_divorced,25-29,700
2001,male,widowed_divorced,30-34,1900
2001,male,widowed_divorced,35-39,3000
2001,male,widowed_divorced,40-44,3100
2001,male,widowed_divorced,45-49,3900
2001,male,widowed_divorced,50-54,3800
2001,male,widowed_divorced,55-59,2300
2001,male,widowed_divorced,60-64,2000
2001,male,widowed_divorced,65-69,1100
2001,male,widowed_divorced,70_and_over,1200
2001,female,single,15-19,14400
2001,female,single,20-24,57800
2001,female,single,25-29,51700
2001,female,single,30-34,25900
2001,female,single,35-39,21300
2001,female,single,40-44,19600
2001,female,single,45-49,14500
2001,female,single,50-54,8500
2001,female,single,55-59,2800
2001,female,single,60-64,1700
2001,female,single,65-69,400
2001,female,single,70_and_over,300
2001,female,married,15-19,400
2001,female,married,20-24,8600
2001,female,married,25-29,55900
2001,female,married,30-34,75500
2001,female,married,35-39,74300
2001,female,married,40-44,68500
2001,female,married,45-49,56500
2001,female,married,50-54,39300
2001,female,married,55-59,15600
2001,female,married,60-64,6700
2001,female,married,65-69,2200
2001,female,married,70_and_over,700
2001,female,widowed_divorced,15-19,-
2001,female,widowed_divorced,20-24,300
2001,female,widowed_divorced,25-29,1100
2001,female,widowed_divorced,30-34,3100
2001,female,widowed_divorced,35-39,5400
2001,female,widowed_divorced,40-44,8100
2001,female,widowed_divorced,45-49,9300
2001,female,widowed_divorced,50-54,8200
2001,female,widowed_divorced,55-59,4800
2001,female,widowed_divorced,60-64,3400
2001,female,widowed_divorced,65-69,1700
2001,female,widowed_divorced,70_and_over,1500
2002,male,single,15-19,13900
2002,male,single,20-24,68600
2002,male,single,25-29,72900
2002,male,single,30-34,42100
2002,male,single,35-39,28400
2002,male,single,40-44,21200
2002,male,single,45-49,14700
2002,male,single,50-54,8600
2002,male,single,55-59,2800
2002,male,single,60-64,1700
2002,male,single,65-69,800
2002,male,single,70_and_over,400
2002,male,married,15-19,100
2002,male,married,20-24,2300
2002,male,married,25-29,32400
2002,male,married,30-34,85500
2002,male,married,35-39,125900
2002,male,married,40-44,130400
2002,male,married,45-49,117800
2002,male,married,50-54,98000
2002,male,married,55-59,53200
2002,male,married,60-64,29200
2002,male,married,65-69,12300
2002,male,married,70_and_over,6600
2002,male,widowed_divorced,15-19,-
2002,male,widowed_divorced,20-24,-
2002,male,widowed_divorced,25-29,700
2002,male,widowed_divorced,30-34,1700
2002,male,widowed_divorced,35-39,2700
2002,male,widowed_divorced,40-44,3700
2002,male,widowed_divorced,45-49,3300
2002,male,widowed_divorced,50-54,4500
2002,male,widowed_divorced,55-59,2400
2002,male,widowed_divorced,60-64,1600
2002,male,widowed_divorced,65-69,1300
2002,male,widowed_divorced,70_and_over,1300
2002,female,single,15-19,10900
2002,female,single,20-24,55200
2002,female,single,25-29,55500
2002,female,single,30-34,27600
2002,female,single,35-39,20400
2002,female,single,40-44,20000
2002,female,single,45-49,15000
2002,female,single,50-54,11300
2002,female,single,55-59,4600
2002,female,single,60-64,1500
2002,female,single,65-69,500
2002,female,single,70_and_over,300
2002,female,married,15-19,200
2002,female,married,20-24,6700
2002,female,married,25-29,47900
2002,female,married,30-34,77800
2002,female,married,35-39,74400
2002,female,married,40-44,68500
2002,female,married,45-49,60700
2002,female,married,50-54,40200
2002,female,married,55-59,20000
2002,female,married,60-64,7900
2002,female,married,65-69,2000
2002,female,married,70_and_over,900
2002,female,widowed_divorced,15-19,-
2002,female,widowed_divorced,20-24,400
2002,female,widowed_divorced,25-29,1000
2002,female,widowed_divorced,30-34,3100
2002,female,widowed_divorced,35-39,5000
2002,female,widowed_divorced,40-44,7700
2002,female,widowed_divorced,45-49,8600
2002,female,widowed_divorced,50-54,7900
2002,female,widowed_divorced,55-59,5100
2002,female,widowed_divorced,60-64,3300
2002,female,widowed_divorced,65-69,1300
2002,female,widowed_divorced,70_and_over,1700
2003,male,single,15-19,14600
2003,male,single,20-24,68700
2003,male,single,25-29,72100
2003,male,single,30-34,43100
2003,male,single,35-39,29000
2003,male,single,40-44,22500
2003,male,single,45-49,15200
2003,male,single,50-54,9200
2003,male,single,55-59,3900
2003,male,single,60-64,1700
2003,male,single,65-69,900
2003,male,single,70_and_over,600
2003,male,married,15-19,100
2003,male,married,20-24,2300
2003,male,married,25-29,32400
2003,male,married,30-34,89100
2003,male,married,35-39,117700
2003,male,married,40-44,128800
2003,male,married,45-49,123400
2003,male,married,50-54,98900
2003,male,married,55-59,60700
2003,male,married,60-64,28500
2003,male,married,65-69,12900
2003,male,married,70_and_over,6900
